simulation_id,location,altitude_m,latitude_deg,longitude_deg,length_m,width_m,height_m,floor_area_m2,volume_m3,orientation_deg,wall_material,wall_thickness_m,wall_insulation_material,wall_insulation_thickness_m,roof_material,roof_thickness_m,roof_insulation_material,roof_insulation_thickness_m,floor_material,floor_thickness_m,glazing_area_m2,glazing_ratio,glazing_type,window_orientation_deg,night_shutter,shutter_R_m2K_W,roof_emissivity,ach,occupants,internal_gain_W,heater_type,combustion_heater_present,capital_cost_inr,cost_basis,overall_U_value_W_m2K,overall_R_value_m2K_W,thermal_mass_J_K,air_pressure_Pa,air_density_kg_m3
SIM_001539,Siachen,5400.0,35.4212,77.1095,4.0,4.1,2.9,16.4,47.56,236.2,stone_masonry,0.5,none,0.0,pu_sandwich_panel,0.07,none,0.0,stone_floor,0.18,0.43,0.0092,triple_pane,180.0,1,0.5,0.52,0.29,3,300.0,flued_stove,False,154322.0,SOURCED,2.3304,0.4291,53292082.2,51194.2,0.6777
SIM_001540,Daulat Beg Oldie,5065.0,35.4057,77.9297,7.0,3.7,2.8,25.9,72.52,199.6,mud_brick,0.29,straw_bale,0.06,pu_sandwich_panel,0.07,none,0.0,dense_concrete,0.13,8.02,0.1338,triple_pane,180.0,0,0.0,0.47,3.77,3,300.0,none,False,171192.0,SOURCED,1.4532,0.6881,31030166.3,53552.3,0.709
SIM_001541,Galwan,4300.0,34.75,78.25,8.7,4.1,2.5,35.67,89.17,153.8,mud_brick,0.5,eps,0.027,concrete,0.19,rockwool,0.082,stone_floor,0.19,7.08,0.1106,single_pane,180.0,0,0.0,0.28,1.2,3,300.0,flued_stove,False,237060.0,SOURCED,1.6727,0.5978,72807754.0,59268.2,0.7846
SIM_001542,Hanle,4500.0,32.7784,78.9642,6.9,5.3,2.5,36.57,91.42,191.1,dense_concrete,0.26,rockwool,0.059,pu_sandwich_panel,0.09,none,0.0,dense_concrete,0.2,5.47,0.0897,double_pane,180.0,1,0.5,0.6,0.2,5,500.0,unflued_combustion,True,299682.0,SOURCED,1.2973,0.7708,50415771.7,57728.3,0.7642
SIM_001543,Nyoma,4180.0,33.1958,78.6508,6.7,5.7,2.8,38.19,106.93,232.8,dense_concrete,0.19,straw_bale,0.105,cgi_sheet,0.002,rockwool,0.128,dense_concrete,0.14,2.13,0.0307,single_pane,180.0,1,0.5,0.42,1.21,9,900.0,electric,False,221433.0,SOURCED,1.4028,0.7129,43679746.4,60207.9,0.7971
SIM_001544,Chushul,4350.0,33.5936,78.6543,6.8,5.1,2.6,34.68,90.17,180.6,stone_masonry,0.46,eps,0.098,cgi_sheet,0.002,eps,0.101,dense_concrete,0.14,2.48,0.0401,double_pane,180.0,0,0.0,0.73,0.15,10,1000.0,unflued_combustion,True,247026.0,SOURCED,1.3564,0.7372,66908799.7,58880.1,0.7795
SIM_001545,Rezang La,5000.0,33.425,78.8472,7.1,5.9,3.1,41.89,129.86,218.8,pu_sandwich_panel,0.07,none,0.0,concrete,0.15,rockwool,0.054,dense_concrete,0.16,9.89,0.1227,double_pane,180.0,1,0.5,0.31,2.26,12,1200.0,none,False,260280.0,SOURCED,1.3363,0.7483,30329291.5,54019.9,0.7151
SIM_001546,Pangong,4250.0,33.7595,78.6674,6.5,3.3,2.4,21.45,51.48,184.2,mud_brick,0.33,none,0.0,concrete,0.2,rockwool,0.063,stone_floor,0.12,4.89,0.104,single_pane,180.0,1,0.5,0.4,0.8,4,400.0,flued_stove,False,123343.0,SOURCED,2.0085,0.4979,36240709.9,59658.3,0.7898
SIM_001547,Depsang,5330.0,35.3167,78.0167,5.8,4.3,2.7,24.94,67.34,209.8,rammed_earth,0.34,straw_bale,0.142,pu_sandwich_panel,0.12,none,0.0,stone_floor,0.11,4.21,0.0772,triple_pane,180.0,0,0.0,0.51,1.96,4,400.0,flued_stove,False,152705.0,SOURCED,1.3593,0.7357,38260660.6,51679.8,0.6842
SIM_001548,Kargil,2676.0,34.5539,76.1349,4.4,4.2,3.0,18.48,55.44,166.8,rammed_earth,0.22,straw_bale,0.087,pu_sandwich_panel,0.06,none,0.0,dense_concrete,0.11,3.49,0.0676,double_pane,180.0,0,0.0,0.24,2.84,1,100.0,unflued_combustion,True,83377.0,SOURCED,1.4265,0.701,24671715.1,73045.7,0.967
SIM_001549,Leh,3500.0,34.1526,77.5771,5.0,3.2,2.7,16.0,43.2,197.0,mud_brick,0.26,eps,0.026,concrete,0.17,rockwool,0.083,stone_floor,0.23,2.48,0.056,triple_pane,180.0,1,0.5,0.39,1.15,3,300.0,electric,False,120754.0,SOURCED,1.3046,0.7665,30463909.7,65764.1,0.8706
SIM_001550,Dras,3280.0,34.4293,75.7533,5.6,3.3,2.9,18.48,53.59,205.8,stone_masonry,0.26,straw_bale,0.113,concrete,0.12,rockwool,0.116,stone_floor,0.24,2.38,0.0461,triple_pane,180.0,1,0.5,0.65,0.19,1,100.0,unflued_combustion,True,155157.0,SOURCED,1.0971,0.9115,41571282.0,67647.9,0.8956
SIM_001551,Siachen,5400.0,35.4212,77.1095,5.5,4.4,2.9,24.2,70.18,222.2,stone_masonry,0.45,eps,0.132,cgi_sheet,0.002,none,0.0,dense_concrete,0.11,3.14,0.0547,triple_pane,180.0,1,0.5,0.68,1.09,7,700.0,unflued_combustion,True,215830.0,SOURCED,2.4848,0.4024,55845200.4,51194.2,0.6777
SIM_001552,Daulat Beg Oldie,5065.0,35.4057,77.9297,7.4,4.1,3.1,30.34,94.05,227.9,rammed_earth,0.31,rockwool,0.064,concrete,0.15,rockwool,0.034,dense_concrete,0.2,3.26,0.0457,triple_pane,180.0,0,0.0,0.22,4.21,2,200.0,none,False,199868.0,SOURCED,1.2883,0.7762,62674201.6,53552.3,0.709
SIM_001553,Galwan,4300.0,34.75,78.25,9.8,3.5,2.7,34.3,92.61,176.0,pu_sandwich_panel,0.1,none,0.0,cgi_sheet,0.002,none,0.0,dense_concrete,0.18,11.3,0.1573,double_pane,180.0,1,0.5,0.31,0.18,3,300.0,unflued_combustion,True,227213.0,SOURCED,2.525,0.396,14868977.6,59268.2,0.7846
SIM_001554,Hanle,4500.0,32.7784,78.9642,9.3,3.9,2.4,36.27,87.05,166.2,pu_sandwich_panel,0.13,none,0.0,cgi_sheet,0.002,eps,0.063,stone_floor,0.23,5.99,0.0945,single_pane,180.0,1,0.5,0.82,3.47,5,500.0,unflued_combustion,True,226800.0,SOURCED,1.2233,0.8175,18563039.1,57728.3,0.7642
SIM_001555,Nyoma,4180.0,33.1958,78.6508,4.4,3.4,2.8,14.96,41.89,294.1,mud_brick,0.31,straw_bale,0.036,concrete,0.13,eps,0.123,dense_concrete,0.24,0.92,0.0211,double_pane,180.0,0,0.0,0.73,1.65,4,400.0,flued_stove,False,106541.0,SOURCED,1.2845,0.7785,32964088.0,60207.9,0.7971
SIM_001556,Chushul,4350.0,33.5936,78.6543,4.0,5.6,2.9,22.4,64.96,183.4,rammed_earth,0.46,straw_bale,0.03,concrete,0.13,none,0.0,dense_concrete,0.11,3.24,0.0582,triple_pane,180.0,0,0.0,0.81,0.17,4,400.0,unflued_combustion,True,128029.0,SOURCED,2.455,0.4073,56147502.1,58880.1,0.7795
SIM_001557,Rezang La,5000.0,33.425,78.8472,5.3,5.2,3.2,27.56,88.19,101.6,stone_masonry,0.46,rockwool,0.104,cgi_sheet,0.002,eps,0.055,dense_concrete,0.15,1.01,0.015,double_pane,180.0,1,0.5,0.28,3.67,1,100.0,electric,False,249997.0,SOURCED,1.2037,0.8308,71490519.1,54019.9,0.7151
SIM_001558,Pangong,4250.0,33.7595,78.6674,4.4,5.6,2.7,24.64,66.53,8.0,pu_sandwich_panel,0.09,none,0.0,pu_sandwich_panel,0.1,none,0.0,dense_concrete,0.12,3.21,0.0594,triple_pane,180.0,1,0.5,0.21,1.61,4,400.0,electric,False,168516.0,SOURCED,1.2061,0.8291,7247411.3,59658.3,0.7898
SIM_001559,Depsang,5330.0,35.3167,78.0167,4.4,5.8,3.0,25.52,76.56,187.8,rammed_earth,0.25,none,0.0,concrete,0.1,rockwool,0.059,stone_floor,0.18,2.92,0.0477,single_pane,180.0,1,0.5,0.31,4.18,1,100.0,flued_stove,False,109674.0,SOURCED,2.4441,0.4091,41970350.5,51679.8,0.6842
SIM_001560,Kargil,2676.0,34.5539,76.1349,6.1,3.2,2.8,19.52,54.66,203.3,rammed_earth,0.32,eps,0.056,pu_sandwich_panel,0.07,none,0.0,dense_concrete,0.23,5.34,0.1025,double_pane,180.0,0,0.0,0.32,2.19,1,100.0,electric,False,136847.0,SOURCED,1.2142,0.8236,37469566.3,73045.7,0.967
SIM_001561,Leh,3500.0,34.1526,77.5771,8.5,4.4,2.5,37.4,93.5,323.6,stone_masonry,0.44,rockwool,0.038,pu_sandwich_panel,0.07,none,0.0,stone_floor,0.21,9.17,0.1422,single_pane,180.0,0,0.0,0.71,3.03,4,400.0,electric,False,249088.0,SOURCED,1.7284,0.5786,66082865.4,65764.1,0.8706
SIM_001562,Dras,3280.0,34.4293,75.7533,4.8,4.2,2.5,20.16,50.4,65.5,rammed_earth,0.47,rockwool,0.084,pu_sandwich_panel,0.09,none,0.0,dense_concrete,0.1,3.08,0.0684,single_pane,180.0,0,0.0,0.85,1.33,2,200.0,none,False,125917.0,SOURCED,1.4845,0.6736,40390066.2,67647.9,0.8956
SIM_001563,Siachen,5400.0,35.4212,77.1095,7.9,4.2,2.7,33.18,89.59,202.1,mud_brick,0.35,straw_bale,0.148,pu_sandwich_panel,0.08,none,0.0,stone_floor,0.11,5.01,0.0767,double_pane,180.0,1,0.5,0.82,1.39,13,1300.0,unflued_combustion,True,182739.0,SOURCED,1.4025,0.713,41322188.8,51194.2,0.6777
SIM_001564,Daulat Beg Oldie,5065.0,35.4057,77.9297,7.9,5.1,2.7,40.29,108.78,183.4,stone_masonry,0.35,rockwool,0.146,pu_sandwich_panel,0.06,none,0.0,dense_concrete,0.25,4.78,0.0681,triple_pane,180.0,0,0.0,0.2,2.3,1,100.0,unflued_combustion,True,337633.0,SOURCED,1.1026,0.9069,69925093.2,53552.3,0.709
SIM_001565,Galwan,4300.0,34.75,78.25,4.2,4.4,3.0,18.48,55.44,202.4,rammed_earth,0.24,straw_bale,0.094,pu_sandwich_panel,0.11,none,0.0,dense_concrete,0.13,3.58,0.0694,single_pane,180.0,0,0.0,0.49,1.82,7,700.0,flued_stove,False,96580.0,SOURCED,1.4466,0.6913,27321462.0,59268.2,0.7846
SIM_001566,Hanle,4500.0,32.7784,78.9642,5.5,3.8,2.5,20.9,52.25,185.5,stone_masonry,0.26,straw_bale,0.098,pu_sandwich_panel,0.14,none,0.0,dense_concrete,0.11,1.58,0.034,double_pane,180.0,0,0.0,0.83,0.83,6,600.0,unflued_combustion,True,136716.0,SOURCED,1.4073,0.7106,29908581.9,57728.3,0.7642
SIM_001567,Nyoma,4180.0,33.1958,78.6508,7.0,4.4,2.9,30.8,89.32,229.3,stone_masonry,0.45,eps,0.121,concrete,0.18,none,0.0,dense_concrete,0.21,3.03,0.0458,triple_pane,180.0,1,0.5,0.28,0.76,1,100.0,unflued_combustion,True,305439.0,SOURCED,1.8737,0.5337,85201583.8,60207.9,0.7971
SIM_001568,Chushul,4350.0,33.5936,78.6543,8.1,3.5,2.4,28.35,68.04,159.7,dense_concrete,0.25,eps,0.126,concrete,0.11,eps,0.04,dense_concrete,0.2,8.4,0.1509,single_pane,180.0,0,0.0,0.53,2.75,11,1100.0,none,False,236719.0,SOURCED,1.6256,0.6152,47701046.1,58880.1,0.7795
SIM_001569,Rezang La,5000.0,33.425,78.8472,6.8,5.0,3.2,34.0,108.8,200.6,mud_brick,0.27,eps,0.111,cgi_sheet,0.002,eps,0.068,stone_floor,0.13,3.47,0.0459,single_pane,180.0,1,0.5,0.69,2.55,7,700.0,flued_stove,False,178930.0,SOURCED,1.3103,0.7632,39188558.8,54019.9,0.7151
SIM_001570,Pangong,4250.0,33.7595,78.6674,5.8,4.0,2.6,23.2,60.32,175.9,pu_sandwich_panel,0.12,none,0.0,concrete,0.14,eps,0.042,dense_concrete,0.18,1.6,0.0314,single_pane,180.0,1,0.5,0.67,0.85,7,700.0,electric,False,168468.0,SOURCED,1.1715,0.8536,17488881.3,59658.3,0.7898
SIM_001571,Depsang,5330.0,35.3167,78.0167,9.4,4.8,2.6,45.12,117.31,166.8,rammed_earth,0.39,eps,0.072,pu_sandwich_panel,0.07,none,0.0,dense_concrete,0.16,7.6,0.1029,single_pane,180.0,0,0.0,0.68,4.16,16,1600.0,electric,False,221654.0,SOURCED,1.5748,0.635,63529097.1,51679.8,0.6842
SIM_001572,Kargil,2676.0,34.5539,76.1349,5.5,4.0,2.5,22.0,55.0,168.7,mud_brick,0.47,none,0.0,concrete,0.18,none,0.0,dense_concrete,0.11,2.75,0.0579,single_pane,180.0,0,0.0,0.42,3.92,4,400.0,flued_stove,False,124353.0,SOURCED,2.6989,0.3705,46192071.8,73045.7,0.967
SIM_001573,Leh,3500.0,34.1526,77.5771,7.9,3.2,3.0,25.28,75.84,208.3,dense_concrete,0.26,none,0.0,concrete,0.13,eps,0.124,stone_floor,0.1,5.95,0.0893,triple_pane,180.0,1,0.5,0.83,2.18,3,300.0,none,False,253603.0,SOURCED,2.7091,0.3691,49375493.0,65764.1,0.8706
SIM_001574,Dras,3280.0,34.4293,75.7533,7.9,3.1,3.0,24.49,73.47,177.9,pu_sandwich_panel,0.14,none,0.0,concrete,0.11,none,0.0,dense_concrete,0.2,8.55,0.1295,double_pane,180.0,1,0.5,0.87,0.64,8,800.0,unflued_combustion,True,244066.0,SOURCED,1.8339,0.5453,17977903.6,67647.9,0.8956
SIM_001575,Siachen,5400.0,35.4212,77.1095,9.6,4.1,3.2,39.36,125.95,201.1,pu_sandwich_panel,0.13,none,0.0,concrete,0.12,none,0.0,dense_concrete,0.23,10.12,0.1154,double_pane,180.0,0,0.0,0.69,1.96,4,400.0,none,False,321568.0,SOURCED,2.0299,0.4926,32335225.6,51194.2,0.6777
SIM_001576,Daulat Beg Oldie,5065.0,35.4057,77.9297,8.7,5.9,3.1,51.33,159.12,189.9,pu_sandwich_panel,0.09,none,0.0,concrete,0.18,eps,0.097,dense_concrete,0.14,11.98,0.1323,double_pane,180.0,1,0.5,0.44,2.51,19,1900.0,flued_stove,False,347581.0,SOURCED,1.3329,0.7502,38462361.7,53552.3,0.709
SIM_001577,Galwan,4300.0,34.75,78.25,7.1,4.1,2.6,29.11,75.69,170.8,mud_brick,0.22,rockwool,0.027,concrete,0.15,rockwool,0.104,dense_concrete,0.24,0.39,0.0067,triple_pane,180.0,1,0.5,0.76,3.92,4,400.0,unflued_combustion,True,170655.0,SOURCED,1.3233,0.7557,45395988.0,59268.2,0.7846
SIM_001578,Hanle,4500.0,32.7784,78.9642,8.5,4.6,2.6,39.1,101.66,177.5,pu_sandwich_panel,0.08,none,0.0,cgi_sheet,0.002,none,0.0,dense_concrete,0.16,4.13,0.0606,double_pane,180.0,0,0.0,0.69,3.24,1,100.0,electric,False,164642.0,SOURCED,2.7976,0.3574,15046336.7,57728.3,0.7642
SIM_001579,Nyoma,4180.0,33.1958,78.6508,9.2,3.5,2.8,32.2,90.16,273.6,dense_concrete,0.18,rockwool,0.057,cgi_sheet,0.002,eps,0.133,dense_concrete,0.15,8.06,0.1133,double_pane,180.0,0,0.0,0.28,1.36,1,100.0,none,False,235445.0,SOURCED,1.4229,0.7028,37823994.2,60207.9,0.7971
SIM_001580,Chushul,4350.0,33.5936,78.6543,5.7,3.7,2.9,21.09,61.16,162.2,dense_concrete,0.14,eps,0.117,concrete,0.2,rockwool,0.106,dense_concrete,0.17,0.21,0.0039,triple_pane,180.0,0,0.0,0.31,2.43,3,300.0,none,False,185326.0,SOURCED,1.0591,0.9442,35795858.9,58880.1,0.7795
SIM_001581,Rezang La,5000.0,33.425,78.8472,9.5,4.4,2.7,41.8,112.86,154.2,pu_sandwich_panel,0.05,none,0.0,concrete,0.17,none,0.0,stone_floor,0.17,6.09,0.0811,double_pane,180.0,0,0.0,0.57,4.31,7,700.0,unflued_combustion,True,187699.0,SOURCED,2.3198,0.4311,31718280.6,54019.9,0.7151
SIM_001582,Pangong,4250.0,33.7595,78.6674,5.3,3.7,2.7,19.61,52.95,127.9,dense_concrete,0.26,straw_bale,0.087,concrete,0.18,rockwool,0.113,stone_floor,0.14,0.51,0.0105,triple_pane,180.0,1,0.5,0.55,3.97,4,400.0,unflued_combustion,True,183188.0,SOURCED,1.3547,0.7382,43670105.6,59658.3,0.7898
SIM_001583,Depsang,5330.0,35.3167,78.0167,9.5,5.7,2.9,54.15,157.03,174.0,pu_sandwich_panel,0.06,none,0.0,cgi_sheet,0.002,none,0.0,dense_concrete,0.21,0.27,0.0031,single_pane,180.0,0,0.0,0.64,2.25,14,1400.0,flued_stove,False,198188.0,SOURCED,2.7468,0.3641,26963210.4,51679.8,0.6842
SIM_001584,Kargil,2676.0,34.5539,76.1349,4.5,4.9,3.2,22.05,70.56,180.1,mud_brick,0.25,rockwool,0.036,concrete,0.15,eps,0.103,stone_floor,0.15,5.07,0.0843,single_pane,180.0,0,0.0,0.38,2.26,6,600.0,flued_stove,False,131726.0,SOURCED,1.5759,0.6346,35467375.8,73045.7,0.967
SIM_001585,Leh,3500.0,34.1526,77.5771,8.2,3.5,2.7,28.7,77.49,161.4,rammed_earth,0.31,none,0.0,pu_sandwich_panel,0.1,none,0.0,dense_concrete,0.24,6.57,0.104,triple_pane,180.0,0,0.0,0.72,3.01,4,400.0,electric,False,197476.0,SOURCED,2.0293,0.4928,47659301.5,65764.1,0.8706
SIM_001586,Dras,3280.0,34.4293,75.7533,7.0,3.1,3.1,21.7,67.27,304.7,mud_brick,0.33,straw_bale,0.07,pu_sandwich_panel,0.15,none,0.0,stone_floor,0.14,2.03,0.0324,double_pane,180.0,1,0.5,0.36,2.37,2,200.0,flued_stove,False,159000.0,SOURCED,1.262,0.7924,37450424.0,67647.9,0.8956
SIM_001587,Siachen,5400.0,35.4212,77.1095,7.1,5.3,2.6,37.63,97.84,171.1,mud_brick,0.36,eps,0.075,pu_sandwich_panel,0.14,none,0.0,stone_floor,0.14,1.66,0.0257,triple_pane,180.0,1,0.5,0.6,0.82,10,1000.0,flued_stove,False,241147.0,SOURCED,1.348,0.7418,45553825.6,51194.2,0.6777
SIM_001588,Daulat Beg Oldie,5065.0,35.4057,77.9297,8.9,3.4,3.1,30.26,93.81,286.2,stone_masonry,0.45,none,0.0,concrete,0.19,none,0.0,dense_concrete,0.23,11.09,0.1454,double_pane,180.0,1,0.5,0.53,2.49,2,200.0,unflued_combustion,True,308204.0,SOURCED,2.8948,0.3454,88420220.5,53552.3,0.709
SIM_001589,Galwan,4300.0,34.75,78.25,8.1,4.1,2.7,33.21,89.67,340.2,mud_brick,0.22,rockwool,0.06,pu_sandwich_panel,0.08,none,0.0,dense_concrete,0.15,1.82,0.0276,single_pane,180.0,1,0.5,0.49,0.7,7,700.0,unflued_combustion,True,166031.0,SOURCED,1.3108,0.7629,32915338.4,59268.2,0.7846
SIM_001590,Hanle,4500.0,32.7784,78.9642,4.4,5.6,2.9,24.64,71.46,177.9,dense_concrete,0.26,rockwool,0.089,concrete,0.15,rockwool,0.097,stone_floor,0.11,4.54,0.0783,double_pane,180.0,1,0.5,0.76,3.47,7,700.0,flued_stove,False,246683.0,SOURCED,1.3392,0.7467,46572570.5,57728.3,0.7642
SIM_001591,Nyoma,4180.0,33.1958,78.6508,7.6,5.0,2.6,38.0,98.8,323.8,stone_masonry,0.23,none,0.0,concrete,0.13,eps,0.143,stone_floor,0.22,6.12,0.0934,triple_pane,180.0,0,0.0,0.61,2.34,13,1300.0,flued_stove,False,240932.0,SOURCED,2.6153,0.3824,56938925.6,60207.9,0.7971
SIM_001592,Chushul,4350.0,33.5936,78.6543,4.8,5.2,2.9,24.96,72.38,190.2,mud_brick,0.32,none,0.0,concrete,0.12,eps,0.059,dense_concrete,0.18,5.69,0.0981,triple_pane,180.0,0,0.0,0.62,2.69,8,800.0,unflued_combustion,True,166325.0,SOURCED,1.8629,0.5368,42372490.0,58880.1,0.7795
SIM_001593,Rezang La,5000.0,33.425,78.8472,8.3,5.7,2.8,47.31,132.47,173.8,stone_masonry,0.25,rockwool,0.038,pu_sandwich_panel,0.14,none,0.0,stone_floor,0.2,2.01,0.0256,triple_pane,180.0,0,0.0,0.77,2.89,13,1300.0,none,False,302821.0,SOURCED,1.4185,0.705,59190469.3,54019.9,0.7151
SIM_001594,Pangong,4250.0,33.7595,78.6674,5.3,5.8,2.8,30.74,86.07,162.1,pu_sandwich_panel,0.15,none,0.0,cgi_sheet,0.002,rockwool,0.097,dense_concrete,0.18,2.32,0.0373,double_pane,180.0,1,0.5,0.61,3.41,6,600.0,electric,False,235733.0,SOURCED,1.0998,0.9093,13647740.9,59658.3,0.7898
SIM_001595,Depsang,5330.0,35.3167,78.0167,7.2,5.8,3.1,41.76,129.46,173.1,dense_concrete,0.15,straw_bale,0.082,cgi_sheet,0.002,none,0.0,stone_floor,0.25,2.99,0.0371,triple_pane,180.0,1,0.5,0.58,0.25,16,1600.0,none,False,226206.0,SOURCED,2.7053,0.3696,50622236.8,51679.8,0.6842
SIM_001596,Kargil,2676.0,34.5539,76.1349,8.4,4.5,2.6,37.8,98.28,163.8,rammed_earth,0.34,rockwool,0.045,pu_sandwich_panel,0.14,none,0.0,dense_concrete,0.12,1.67,0.0249,single_pane,180.0,1,0.5,0.67,2.4,3,300.0,none,False,206326.0,SOURCED,1.4538,0.6879,50974265.5,73045.7,0.967
SIM_001597,Leh,3500.0,34.1526,77.5771,7.9,3.9,2.6,30.81,80.11,151.0,mud_brick,0.36,rockwool,0.128,cgi_sheet,0.002,none,0.0,stone_floor,0.13,1.23,0.02,single_pane,180.0,0,0.0,0.48,4.0,5,500.0,electric,False,163467.0,SOURCED,2.7181,0.3679,41505999.5,65764.1,0.8706
SIM_001598,Dras,3280.0,34.4293,75.7533,5.8,3.3,2.8,19.14,53.59,175.3,dense_concrete,0.15,none,0.0,concrete,0.13,rockwool,0.145,dense_concrete,0.21,5.09,0.0999,triple_pane,180.0,1,0.5,0.39,3.24,1,100.0,unflued_combustion,True,178956.0,SOURCED,2.8495,0.3509,30952764.8,67647.9,0.8956
SIM_001599,Siachen,5400.0,35.4212,77.1095,8.4,3.7,3.1,31.08,96.35,178.2,dense_concrete,0.22,rockwool,0.109,concrete,0.17,rockwool,0.117,dense_concrete,0.16,10.89,0.1452,double_pane,180.0,1,0.5,0.62,3.79,5,500.0,unflued_combustion,True,345955.0,SOURCED,1.1747,0.8513,56533586.5,51194.2,0.6777
SIM_001600,Daulat Beg Oldie,5065.0,35.4057,77.9297,6.4,5.2,2.5,33.28,83.2,164.1,stone_masonry,0.31,none,0.0,concrete,0.12,none,0.0,stone_floor,0.2,2.04,0.0352,single_pane,180.0,0,0.0,0.24,3.56,1,100.0,flued_stove,False,165172.0,SOURCED,3.6478,0.2741,58361321.4,53552.3,0.709
SIM_001601,Galwan,4300.0,34.75,78.25,9.2,3.6,2.5,33.12,82.8,349.7,rammed_earth,0.23,none,0.0,concrete,0.12,none,0.0,dense_concrete,0.23,4.32,0.0675,single_pane,180.0,0,0.0,0.67,3.65,6,600.0,none,False,138458.0,SOURCED,3.3931,0.2947,51434411.6,59268.2,0.7846
SIM_001602,Hanle,4500.0,32.7784,78.9642,7.5,3.4,2.8,25.5,71.4,188.9,mud_brick,0.27,eps,0.078,concrete,0.17,eps,0.071,stone_floor,0.24,7.89,0.1293,double_pane,180.0,0,0.0,0.31,1.6,3,300.0,none,False,194393.0,SOURCED,1.2723,0.786,44707154.3,57728.3,0.7642
SIM_001603,Nyoma,4180.0,33.1958,78.6508,7.8,3.0,2.8,23.4,65.52,191.8,dense_concrete,0.29,eps,0.078,pu_sandwich_panel,0.06,none,0.0,stone_floor,0.15,6.15,0.1017,double_pane,180.0,0,0.0,0.57,3.43,3,300.0,flued_stove,False,239375.0,SOURCED,1.3445,0.7438,43976289.6,60207.9,0.7971
SIM_001604,Chushul,4350.0,33.5936,78.6543,4.0,5.9,2.8,23.6,66.08,198.4,rammed_earth,0.37,straw_bale,0.119,concrete,0.12,eps,0.122,stone_floor,0.19,1.25,0.0225,single_pane,180.0,0,0.0,0.38,4.35,5,500.0,flued_stove,False,133513.0,SOURCED,1.2475,0.8016,53562002.7,58880.1,0.7795
SIM_001605,Rezang La,5000.0,33.425,78.8472,4.7,5.3,2.8,24.91,69.75,183.5,stone_masonry,0.2,straw_bale,0.058,cgi_sheet,0.002,none,0.0,stone_floor,0.21,0.16,0.0029,single_pane,180.0,0,0.0,0.23,3.19,3,300.0,unflued_combustion,True,102897.0,SOURCED,2.7333,0.3659,34508697.3,54019.9,0.7151
SIM_001606,Pangong,4250.0,33.7595,78.6674,4.2,5.3,3.0,22.26,66.78,71.9,rammed_earth,0.34,eps,0.134,pu_sandwich_panel,0.15,none,0.0,dense_concrete,0.1,4.5,0.0789,single_pane,180.0,1,0.5,0.56,4.1,6,600.0,flued_stove,False,176141.0,SOURCED,1.1954,0.8365,37736014.7,59658.3,0.7898
SIM_001607,Depsang,5330.0,35.3167,78.0167,7.3,4.3,2.8,31.39,87.89,103.3,rammed_earth,0.42,rockwool,0.088,cgi_sheet,0.002,none,0.0,stone_floor,0.11,7.2,0.1108,single_pane,180.0,1,0.5,0.28,0.7,2,200.0,flued_stove,False,153717.0,SOURCED,2.781,0.3596,51504395.7,51679.8,0.6842
SIM_001608,Kargil,2676.0,34.5539,76.1349,6.6,3.1,3.1,20.46,63.43,189.4,rammed_earth,0.45,rockwool,0.126,cgi_sheet,0.002,none,0.0,stone_floor,0.17,9.01,0.1498,double_pane,180.0,0,0.0,0.22,0.81,6,600.0,electric,False,170581.0,SOURCED,2.3658,0.4227,49281076.9,73045.7,0.967
SIM_001609,Leh,3500.0,34.1526,77.5771,9.0,4.4,3.1,39.6,122.76,208.0,rammed_earth,0.4,rockwool,0.102,concrete,0.17,rockwool,0.026,dense_concrete,0.17,0.9,0.0108,triple_pane,180.0,1,0.5,0.7,3.06,4,400.0,unflued_combustion,True,263028.0,SOURCED,1.3341,0.7496,90623701.7,65764.1,0.8706
SIM_001610,Dras,3280.0,34.4293,75.7533,9.8,4.6,2.5,45.08,112.7,185.1,dense_concrete,0.16,eps,0.085,pu_sandwich_panel,0.15,none,0.0,dense_concrete,0.15,6.59,0.0915,triple_pane,180.0,1,0.5,0.35,1.75,16,1600.0,flued_stove,False,353210.0,SOURCED,1.3254,0.7545,40298180.7,67647.9,0.8956
SIM_001611,Siachen,5400.0,35.4212,77.1095,4.0,3.2,2.7,12.8,34.56,19.6,dense_concrete,0.17,eps,0.127,pu_sandwich_panel,0.14,none,0.0,stone_floor,0.1,1.93,0.0496,single_pane,180.0,0,0.0,0.64,4.05,4,400.0,electric,False,126071.0,SOURCED,1.2648,0.7906,17455584.4,51194.2,0.6777
SIM_001612,Daulat Beg Oldie,5065.0,35.4057,77.9297,8.2,5.0,2.8,41.0,114.8,107.3,pu_sandwich_panel,0.1,none,0.0,cgi_sheet,0.002,eps,0.103,stone_floor,0.24,0.78,0.0106,double_pane,180.0,0,0.0,0.85,3.77,11,1100.0,none,False,229983.0,SOURCED,1.1202,0.8927,21856191.7,53552.3,0.709
SIM_001613,Galwan,4300.0,34.75,78.25,5.9,3.3,2.7,19.47,52.57,155.9,mud_brick,0.42,eps,0.104,concrete,0.18,none,0.0,stone_floor,0.13,2.55,0.0513,triple_pane,180.0,0,0.0,0.46,1.87,6,600.0,unflued_combustion,True,157316.0,SOURCED,1.9338,0.5171,43264895.3,59268.2,0.7846
