simulation_id,heater_type,combustion_heater_present,ach,safety_threshold_ach,safety_status,safety_reason
SIM_001437,none,False,3.12,0.35,SAFE,
SIM_001438,none,False,0.5,0.35,SAFE,
SIM_001439,unflued_combustion,True,4.11,0.35,SAFE,
SIM_001440,electric,False,0.81,0.35,SAFE,
SIM_001441,flued_stove,False,0.72,0.35,SAFE,
SIM_001442,electric,False,2.76,0.35,SAFE,
SIM_001443,none,False,2.66,0.35,SAFE,
SIM_001444,flued_stove,False,0.22,0.35,SAFE,
SIM_001445,none,False,0.31,0.35,SAFE,
SIM_001446,unflued_combustion,True,1.12,0.35,SAFE,
SIM_001447,flued_stove,False,2.93,0.35,SAFE,
SIM_001448,none,False,1.65,0.35,SAFE,
SIM_001449,unflued_combustion,True,4.2,0.35,SAFE,
SIM_001450,electric,False,4.32,0.35,SAFE,
SIM_001451,flued_stove,False,0.4,0.35,SAFE,
SIM_001452,electric,False,2.82,0.35,SAFE,
SIM_001453,none,False,4.0,0.35,SAFE,
SIM_001454,electric,False,0.24,0.35,SAFE,
SIM_001455,unflued_combustion,True,0.45,0.35,SAFE,
SIM_001456,none,False,2.78,0.35,SAFE,
SIM_001457,flued_stove,False,1.23,0.35,SAFE,
SIM_001458,unflued_combustion,True,3.69,0.35,SAFE,
SIM_001459,none,False,0.86,0.35,SAFE,
SIM_001460,flued_stove,False,3.78,0.35,SAFE,
SIM_001461,electric,False,3.23,0.35,SAFE,
SIM_001462,unflued_combustion,True,3.21,0.35,SAFE,
SIM_001463,unflued_combustion,True,1.83,0.35,SAFE,
SIM_001464,none,False,2.2,0.35,SAFE,
SIM_001465,unflued_combustion,True,2.2,0.35,SAFE,
SIM_001466,electric,False,1.29,0.35,SAFE,
SIM_001467,unflued_combustion,True,1.1,0.35,SAFE,
SIM_001468,flued_stove,False,2.19,0.35,SAFE,
SIM_001469,electric,False,3.22,0.35,SAFE,
SIM_001470,unflued_combustion,True,2.75,0.35,SAFE,
SIM_001471,unflued_combustion,True,1.43,0.35,SAFE,
SIM_001472,electric,False,0.15,0.35,SAFE,
SIM_001473,electric,False,3.01,0.35,SAFE,
SIM_001474,electric,False,1.91,0.35,SAFE,
SIM_001475,flued_stove,False,2.08,0.35,SAFE,
SIM_001476,unflued_combustion,True,3.94,0.35,SAFE,
SIM_001477,none,False,0.32,0.35,SAFE,
SIM_001478,none,False,4.1,0.35,SAFE,
SIM_001479,none,False,2.79,0.35,SAFE,
SIM_001480,unflued_combustion,True,1.88,0.35,SAFE,
SIM_001481,electric,False,0.74,0.35,SAFE,
SIM_001482,electric,False,2.76,0.35,SAFE,
SIM_001483,none,False,0.21,0.35,SAFE,
SIM_001484,electric,False,2.81,0.35,SAFE,
SIM_001485,flued_stove,False,2.03,0.35,SAFE,
SIM_001486,none,False,2.41,0.35,SAFE,
SIM_001487,none,False,1.59,0.35,SAFE,
SIM_001488,none,False,1.64,0.35,SAFE,
SIM_001489,none,False,3.13,0.35,SAFE,
SIM_001490,flued_stove,False,0.27,0.35,SAFE,
SIM_001491,none,False,3.51,0.35,SAFE,
SIM_001492,unflued_combustion,True,4.34,0.35,SAFE,
SIM_001493,unflued_combustion,True,1.49,0.35,SAFE,
SIM_001494,none,False,2.35,0.35,SAFE,
SIM_001495,electric,False,3.42,0.35,SAFE,
SIM_001496,unflued_combustion,True,2.89,0.35,SAFE,
SIM_001497,none,False,3.72,0.35,SAFE,
SIM_001498,electric,False,4.14,0.35,SAFE,
SIM_001499,flued_stove,False,4.16,0.35,SAFE,
SIM_001500,electric,False,2.98,0.35,SAFE,
SIM_001501,none,False,3.24,0.35,SAFE,
SIM_001502,unflued_combustion,True,3.74,0.35,SAFE,
SIM_001503,unflued_combustion,True,1.84,0.35,SAFE,
SIM_001504,electric,False,2.93,0.35,SAFE,
SIM_001505,none,False,4.23,0.35,SAFE,
SIM_001506,flued_stove,False,4.31,0.35,SAFE,
SIM_001507,unflued_combustion,True,3.87,0.35,SAFE,
SIM_001508,flued_stove,False,1.92,0.35,SAFE,
SIM_001509,flued_stove,False,1.62,0.35,SAFE,
SIM_001510,unflued_combustion,True,1.47,0.35,SAFE,
SIM_001511,none,False,2.87,0.35,SAFE,
SIM_001512,unflued_combustion,True,3.95,0.35,SAFE,
SIM_001513,unflued_combustion,True,2.18,0.35,SAFE,
SIM_001514,electric,False,1.5,0.35,SAFE,
SIM_001515,unflued_combustion,True,4.21,0.35,SAFE,
SIM_001516,electric,False,3.03,0.35,SAFE,
SIM_001517,electric,False,1.83,0.35,SAFE,
SIM_001518,none,False,3.67,0.35,SAFE,
SIM_001519,unflued_combustion,True,4.32,0.35,SAFE,
SIM_001520,unflued_combustion,True,1.28,0.35,SAFE,
SIM_001521,electric,False,1.72,0.35,SAFE,
SIM_001522,flued_stove,False,3.45,0.35,SAFE,
SIM_001523,none,False,4.02,0.35,SAFE,
SIM_001524,unflued_combustion,True,3.53,0.35,SAFE,
SIM_001525,electric,False,3.99,0.35,SAFE,
SIM_001526,unflued_combustion,True,1.01,0.35,SAFE,
SIM_001527,none,False,1.11,0.35,SAFE,
SIM_001528,unflued_combustion,True,2.3,0.35,SAFE,
SIM_001529,flued_stove,False,2.7,0.35,SAFE,
SIM_001530,flued_stove,False,0.54,0.35,SAFE,
SIM_001531,unflued_combustion,True,0.37,0.35,SAFE,
SIM_001532,unflued_combustion,True,0.27,0.35,REFUSED,Ventilation 0.27 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_001533,flued_stove,False,3.64,0.35,SAFE,
SIM_001534,electric,False,3.23,0.35,SAFE,
SIM_001535,electric,False,0.56,0.35,SAFE,
SIM_001536,flued_stove,False,2.69,0.35,SAFE,
SIM_001537,unflued_combustion,True,4.1,0.35,SAFE,
SIM_001538,none,False,0.64,0.35,SAFE,
SIM_001539,flued_stove,False,0.29,0.35,SAFE,
SIM_001540,none,False,3.77,0.35,SAFE,
SIM_001541,flued_stove,False,1.2,0.35,SAFE,
SIM_001542,unflued_combustion,True,0.2,0.35,REFUSED,Ventilation 0.20 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_001543,electric,False,1.21,0.35,SAFE,
SIM_001544,unflued_combustion,True,0.15,0.35,REFUSED,Ventilation 0.15 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_001545,none,False,2.26,0.35,SAFE,
SIM_001546,flued_stove,False,0.8,0.35,SAFE,
SIM_001547,flued_stove,False,1.96,0.35,SAFE,
SIM_001548,unflued_combustion,True,2.84,0.35,SAFE,
SIM_001549,electric,False,1.15,0.35,SAFE,
SIM_001550,unflued_combustion,True,0.19,0.35,REFUSED,Ventilation 0.19 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_001551,unflued_combustion,True,1.09,0.35,SAFE,
SIM_001552,none,False,4.21,0.35,SAFE,
SIM_001553,unflued_combustion,True,0.18,0.35,REFUSED,Ventilation 0.18 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_001554,unflued_combustion,True,3.47,0.35,SAFE,
SIM_001555,flued_stove,False,1.65,0.35,SAFE,
SIM_001556,unflued_combustion,True,0.17,0.35,REFUSED,Ventilation 0.17 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_001557,electric,False,3.67,0.35,SAFE,
SIM_001558,electric,False,1.61,0.35,SAFE,
SIM_001559,flued_stove,False,4.18,0.35,SAFE,
SIM_001560,electric,False,2.19,0.35,SAFE,
SIM_001561,electric,False,3.03,0.35,SAFE,
SIM_001562,none,False,1.33,0.35,SAFE,
SIM_001563,unflued_combustion,True,1.39,0.35,SAFE,
SIM_001564,unflued_combustion,True,2.3,0.35,SAFE,
SIM_001565,flued_stove,False,1.82,0.35,SAFE,
SIM_001566,unflued_combustion,True,0.83,0.35,SAFE,
SIM_001567,unflued_combustion,True,0.76,0.35,SAFE,
SIM_001568,none,False,2.75,0.35,SAFE,
SIM_001569,flued_stove,False,2.55,0.35,SAFE,
SIM_001570,electric,False,0.85,0.35,SAFE,
SIM_001571,electric,False,4.16,0.35,SAFE,
SIM_001572,flued_stove,False,3.92,0.35,SAFE,
SIM_001573,none,False,2.18,0.35,SAFE,
SIM_001574,unflued_combustion,True,0.64,0.35,SAFE,
SIM_001575,none,False,1.96,0.35,SAFE,
SIM_001576,flued_stove,False,2.51,0.35,SAFE,
SIM_001577,unflued_combustion,True,3.92,0.35,SAFE,
SIM_001578,electric,False,3.24,0.35,SAFE,
SIM_001579,none,False,1.36,0.35,SAFE,
SIM_001580,none,False,2.43,0.35,SAFE,
SIM_001581,unflued_combustion,True,4.31,0.35,SAFE,
SIM_001582,unflued_combustion,True,3.97,0.35,SAFE,
SIM_001583,flued_stove,False,2.25,0.35,SAFE,
SIM_001584,flued_stove,False,2.26,0.35,SAFE,
SIM_001585,electric,False,3.01,0.35,SAFE,
SIM_001586,flued_stove,False,2.37,0.35,SAFE,
SIM_001587,flued_stove,False,0.82,0.35,SAFE,
SIM_001588,unflued_combustion,True,2.49,0.35,SAFE,
SIM_001589,unflued_combustion,True,0.7,0.35,SAFE,
SIM_001590,flued_stove,False,3.47,0.35,SAFE,
SIM_001591,flued_stove,False,2.34,0.35,SAFE,
SIM_001592,unflued_combustion,True,2.69,0.35,SAFE,
SIM_001593,none,False,2.89,0.35,SAFE,
SIM_001594,electric,False,3.41,0.35,SAFE,
SIM_001595,none,False,0.25,0.35,SAFE,
SIM_001596,none,False,2.4,0.35,SAFE,
SIM_001597,electric,False,4.0,0.35,SAFE,
SIM_001598,unflued_combustion,True,3.24,0.35,SAFE,
SIM_001599,unflued_combustion,True,3.79,0.35,SAFE,
SIM_001600,flued_stove,False,3.56,0.35,SAFE,
SIM_001601,none,False,3.65,0.35,SAFE,
SIM_001602,none,False,1.6,0.35,SAFE,
SIM_001603,flued_stove,False,3.43,0.35,SAFE,
SIM_001604,flued_stove,False,4.35,0.35,SAFE,
SIM_001605,unflued_combustion,True,3.19,0.35,SAFE,
SIM_001606,flued_stove,False,4.1,0.35,SAFE,
SIM_001607,flued_stove,False,0.7,0.35,SAFE,
SIM_001608,electric,False,0.81,0.35,SAFE,
SIM_001609,unflued_combustion,True,3.06,0.35,SAFE,
SIM_001610,flued_stove,False,1.75,0.35,SAFE,
SIM_001611,electric,False,4.05,0.35,SAFE,
SIM_001612,none,False,3.77,0.35,SAFE,
SIM_001613,unflued_combustion,True,1.87,0.35,SAFE,
SIM_001614,none,False,1.85,0.35,SAFE,
SIM_001615,none,False,1.73,0.35,SAFE,
SIM_001616,unflued_combustion,True,2.64,0.35,SAFE,
SIM_001617,none,False,2.41,0.35,SAFE,
SIM_001618,unflued_combustion,True,2.57,0.35,SAFE,
SIM_001619,electric,False,0.16,0.35,SAFE,
SIM_001620,flued_stove,False,1.47,0.35,SAFE,
SIM_001621,none,False,3.32,0.35,SAFE,
SIM_001622,none,False,3.11,0.35,SAFE,
SIM_001623,unflued_combustion,True,4.11,0.35,SAFE,
SIM_001624,unflued_combustion,True,3.91,0.35,SAFE,
SIM_001625,flued_stove,False,3.24,0.35,SAFE,
SIM_001626,unflued_combustion,True,1.31,0.35,SAFE,
SIM_001627,none,False,0.36,0.35,SAFE,
SIM_001628,flued_stove,False,2.66,0.35,SAFE,
SIM_001629,unflued_combustion,True,0.6,0.35,SAFE,
SIM_001630,electric,False,2.68,0.35,SAFE,
SIM_001631,unflued_combustion,True,0.54,0.35,SAFE,
SIM_001632,unflued_combustion,True,1.45,0.35,SAFE,
SIM_001633,none,False,2.19,0.35,SAFE,
SIM_001634,none,False,3.15,0.35,SAFE,
SIM_001635,none,False,1.41,0.35,SAFE,
SIM_001636,unflued_combustion,True,0.78,0.35,SAFE,
SIM_001637,none,False,2.8,0.35,SAFE,
SIM_001638,flued_stove,False,0.49,0.35,SAFE,
SIM_001639,none,False,4.01,0.35,SAFE,
SIM_001640,electric,False,0.19,0.35,SAFE,
SIM_001641,electric,False,0.48,0.35,SAFE,
SIM_001642,flued_stove,False,3.49,0.35,SAFE,
SIM_001643,flued_stove,False,4.34,0.35,SAFE,
SIM_001644,electric,False,1.7,0.35,SAFE,
SIM_001645,unflued_combustion,True,0.87,0.35,SAFE,
SIM_001646,none,False,3.1,0.35,SAFE,
SIM_001647,none,False,3.34,0.35,SAFE,
SIM_001648,unflued_combustion,True,4.33,0.35,SAFE,
SIM_001649,unflued_combustion,True,3.93,0.35,SAFE,
SIM_001650,electric,False,1.95,0.35,SAFE,
SIM_001651,electric,False,1.77,0.35,SAFE,
SIM_001652,flued_stove,False,1.03,0.35,SAFE,
SIM_001653,unflued_combustion,True,1.84,0.35,SAFE,
SIM_001654,unflued_combustion,True,3.17,0.35,SAFE,
SIM_001655,flued_stove,False,4.33,0.35,SAFE,
SIM_001656,flued_stove,False,3.76,0.35,SAFE,
SIM_001657,none,False,4.43,0.35,SAFE,
SIM_001658,none,False,0.14,0.35,SAFE,
SIM_001659,flued_stove,False,0.37,0.35,SAFE,
SIM_001660,flued_stove,False,3.55,0.35,SAFE,
SIM_001661,flued_stove,False,0.68,0.35,SAFE,
SIM_001662,electric,False,3.11,0.35,SAFE,
SIM_001663,flued_stove,False,1.06,0.35,SAFE,
SIM_001664,unflued_combustion,True,3.1,0.35,SAFE,
SIM_001665,electric,False,4.4,0.35,SAFE,
SIM_001666,none,False,1.85,0.35,SAFE,
SIM_001667,none,False,0.14,0.35,SAFE,
SIM_001668,electric,False,1.2,0.35,SAFE,
SIM_001669,unflued_combustion,True,4.42,0.35,SAFE,
SIM_001670,flued_stove,False,1.99,0.35,SAFE,
SIM_001671,electric,False,3.21,0.35,SAFE,
SIM_001672,electric,False,0.23,0.35,SAFE,
SIM_001673,unflued_combustion,True,0.52,0.35,SAFE,
SIM_001674,electric,False,0.35,0.35,SAFE,
SIM_001675,flued_stove,False,0.78,0.35,SAFE,
SIM_001676,none,False,2.21,0.35,SAFE,
SIM_001677,flued_stove,False,4.39,0.35,SAFE,
SIM_001678,electric,False,2.65,0.35,SAFE,
SIM_001679,flued_stove,False,3.52,0.35,SAFE,
SIM_001680,flued_stove,False,2.9,0.35,SAFE,
SIM_001681,none,False,0.99,0.35,SAFE,
SIM_001682,unflued_combustion,True,0.42,0.35,SAFE,
SIM_001683,flued_stove,False,2.32,0.35,SAFE,
SIM_001684,flued_stove,False,3.61,0.35,SAFE,
SIM_001685,electric,False,2.07,0.35,SAFE,
SIM_001686,electric,False,1.07,0.35,SAFE,
SIM_001687,electric,False,0.5,0.35,SAFE,
SIM_001688,flued_stove,False,4.09,0.35,SAFE,
SIM_001689,unflued_combustion,True,2.43,0.35,SAFE,
SIM_001690,flued_stove,False,4.11,0.35,SAFE,
SIM_001691,electric,False,3.4,0.35,SAFE,
SIM_001692,flued_stove,False,2.78,0.35,SAFE,
SIM_001693,none,False,2.27,0.35,SAFE,
SIM_001694,unflued_combustion,True,2.9,0.35,SAFE,
SIM_001695,electric,False,2.37,0.35,SAFE,
SIM_001696,none,False,1.59,0.35,SAFE,
SIM_001697,unflued_combustion,True,1.14,0.35,SAFE,
SIM_001698,none,False,0.29,0.35,SAFE,
SIM_001699,unflued_combustion,True,4.24,0.35,SAFE,
SIM_001700,none,False,1.29,0.35,SAFE,
SIM_001701,electric,False,2.24,0.35,SAFE,
SIM_001702,unflued_combustion,True,2.72,0.35,SAFE,
SIM_001703,electric,False,1.05,0.35,SAFE,
SIM_001704,electric,False,4.2,0.35,SAFE,
SIM_001705,flued_stove,False,2.23,0.35,SAFE,
SIM_001706,electric,False,3.14,0.35,SAFE,
SIM_001707,electric,False,0.47,0.35,SAFE,
SIM_001708,electric,False,0.66,0.35,SAFE,
SIM_001709,none,False,3.78,0.35,SAFE,
SIM_001710,flued_stove,False,0.97,0.35,SAFE,
SIM_001711,none,False,3.05,0.35,SAFE,
SIM_001712,electric,False,0.92,0.35,SAFE,
SIM_001713,unflued_combustion,True,2.78,0.35,SAFE,
SIM_001714,flued_stove,False,3.77,0.35,SAFE,
SIM_001715,electric,False,4.22,0.35,SAFE,
SIM_001716,flued_stove,False,3.49,0.35,SAFE,
SIM_001717,flued_stove,False,2.52,0.35,SAFE,
SIM_001718,electric,False,3.5,0.35,SAFE,
SIM_001719,unflued_combustion,True,2.85,0.35,SAFE,
SIM_001720,unflued_combustion,True,1.96,0.35,SAFE,
SIM_001721,electric,False,0.98,0.35,SAFE,
SIM_001722,unflued_combustion,True,0.19,0.35,REFUSED,Ventilation 0.19 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_001723,flued_stove,False,1.11,0.35,SAFE,
SIM_001724,flued_stove,False,0.17,0.35,SAFE,
SIM_001725,electric,False,3.93,0.35,SAFE,
SIM_001726,none,False,0.56,0.35,SAFE,
SIM_001727,electric,False,0.29,0.35,SAFE,
SIM_001728,flued_stove,False,2.81,0.35,SAFE,
SIM_001729,electric,False,0.82,0.35,SAFE,
SIM_001730,unflued_combustion,True,3.08,0.35,SAFE,
SIM_001731,flued_stove,False,3.48,0.35,SAFE,
SIM_001732,flued_stove,False,0.38,0.35,SAFE,
SIM_001733,flued_stove,False,4.38,0.35,SAFE,
SIM_001734,electric,False,1.3,0.35,SAFE,
SIM_001735,flued_stove,False,3.41,0.35,SAFE,
SIM_001736,electric,False,3.47,0.35,SAFE,
SIM_001737,flued_stove,False,4.44,0.35,SAFE,
SIM_001738,none,False,4.08,0.35,SAFE,
SIM_001739,flued_stove,False,2.8,0.35,SAFE,
SIM_001740,unflued_combustion,True,2.68,0.35,SAFE,
SIM_001741,flued_stove,False,2.15,0.35,SAFE,
SIM_001742,electric,False,3.26,0.35,SAFE,
SIM_001743,flued_stove,False,1.24,0.35,SAFE,
SIM_001744,unflued_combustion,True,2.52,0.35,SAFE,
SIM_001745,none,False,3.62,0.35,SAFE,
SIM_001746,electric,False,2.52,0.35,SAFE,
SIM_001747,unflued_combustion,True,3.41,0.35,SAFE,
SIM_001748,none,False,3.8,0.35,SAFE,
SIM_001749,unflued_combustion,True,2.97,0.35,SAFE,
SIM_001750,unflued_combustion,True,2.56,0.35,SAFE,
SIM_001751,electric,False,1.89,0.35,SAFE,
SIM_001752,electric,False,3.35,0.35,SAFE,
SIM_001753,flued_stove,False,3.91,0.35,SAFE,
SIM_001754,none,False,4.23,0.35,SAFE,
SIM_001755,electric,False,1.01,0.35,SAFE,
SIM_001756,none,False,0.23,0.35,SAFE,
SIM_001757,electric,False,0.19,0.35,SAFE,
SIM_001758,unflued_combustion,True,2.5,0.35,SAFE,
SIM_001759,electric,False,3.69,0.35,SAFE,
SIM_001760,unflued_combustion,True,4.24,0.35,SAFE,
SIM_001761,none,False,0.29,0.35,SAFE,
SIM_001762,unflued_combustion,True,2.55,0.35,SAFE,
SIM_001763,none,False,3.17,0.35,SAFE,
SIM_001764,unflued_combustion,True,1.36,0.35,SAFE,
SIM_001765,electric,False,0.51,0.35,SAFE,
SIM_001766,flued_stove,False,0.72,0.35,SAFE,
SIM_001767,flued_stove,False,0.16,0.35,SAFE,
SIM_001768,flued_stove,False,0.52,0.35,SAFE,
SIM_001769,flued_stove,False,1.72,0.35,SAFE,
SIM_001770,none,False,0.76,0.35,SAFE,
SIM_001771,none,False,3.24,0.35,SAFE,
SIM_001772,flued_stove,False,2.75,0.35,SAFE,
SIM_001773,none,False,3.8,0.35,SAFE,
SIM_001774,flued_stove,False,1.52,0.35,SAFE,
SIM_001775,unflued_combustion,True,0.33,0.35,REFUSED,Ventilation 0.33 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_001776,unflued_combustion,True,0.77,0.35,SAFE,
SIM_001777,unflued_combustion,True,3.81,0.35,SAFE,
SIM_001778,flued_stove,False,0.37,0.35,SAFE,
SIM_001779,electric,False,2.77,0.35,SAFE,
SIM_001780,flued_stove,False,3.66,0.35,SAFE,
SIM_001781,none,False,1.06,0.35,SAFE,
SIM_001782,flued_stove,False,1.58,0.35,SAFE,
SIM_001783,none,False,3.72,0.35,SAFE,
SIM_001784,none,False,1.92,0.35,SAFE,
SIM_001785,unflued_combustion,True,3.42,0.35,SAFE,
SIM_001786,electric,False,2.59,0.35,SAFE,
SIM_001787,electric,False,4.04,0.35,SAFE,
SIM_001788,flued_stove,False,0.84,0.35,SAFE,
SIM_001789,flued_stove,False,0.31,0.35,SAFE,
SIM_001790,flued_stove,False,3.37,0.35,SAFE,
SIM_001791,electric,False,1.81,0.35,SAFE,
SIM_001792,flued_stove,False,3.92,0.35,SAFE,
SIM_001793,electric,False,1.44,0.35,SAFE,
SIM_001794,electric,False,0.13,0.35,SAFE,
SIM_001795,flued_stove,False,0.13,0.35,SAFE,
SIM_001796,electric,False,0.85,0.35,SAFE,
SIM_001797,unflued_combustion,True,1.3,0.35,SAFE,
SIM_001798,electric,False,4.43,0.35,SAFE,
SIM_001799,none,False,1.68,0.35,SAFE,
SIM_001800,unflued_combustion,True,4.24,0.35,SAFE,
SIM_001801,flued_stove,False,1.59,0.35,SAFE,
SIM_001802,none,False,3.16,0.35,SAFE,
SIM_001803,unflued_combustion,True,3.38,0.35,SAFE,
SIM_001804,unflued_combustion,True,2.14,0.35,SAFE,
SIM_001805,electric,False,0.55,0.35,SAFE,
SIM_001806,none,False,4.39,0.35,SAFE,
SIM_001807,electric,False,3.46,0.35,SAFE,
SIM_001808,electric,False,0.56,0.35,SAFE,
SIM_001809,flued_stove,False,2.28,0.35,SAFE,
SIM_001810,electric,False,2.05,0.35,SAFE,
SIM_001811,none,False,2.06,0.35,SAFE,
SIM_001812,unflued_combustion,True,3.65,0.35,SAFE,
SIM_001813,electric,False,2.5,0.35,SAFE,
SIM_001814,none,False,0.73,0.35,SAFE,
SIM_001815,flued_stove,False,4.05,0.35,SAFE,
SIM_001816,flued_stove,False,1.2,0.35,SAFE,
SIM_001817,electric,False,2.54,0.35,SAFE,
SIM_001818,electric,False,3.68,0.35,SAFE,
SIM_001819,none,False,2.84,0.35,SAFE,
SIM_001820,electric,False,3.07,0.35,SAFE,
SIM_001821,flued_stove,False,2.66,0.35,SAFE,
SIM_001822,flued_stove,False,0.65,0.35,SAFE,
SIM_001823,flued_stove,False,0.59,0.35,SAFE,
SIM_001824,none,False,1.33,0.35,SAFE,
SIM_001825,unflued_combustion,True,1.52,0.35,SAFE,
SIM_001826,unflued_combustion,True,0.14,0.35,REFUSED,Ventilation 0.14 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_001827,unflued_combustion,True,2.58,0.35,SAFE,
SIM_001828,unflued_combustion,True,3.77,0.35,SAFE,
SIM_001829,flued_stove,False,2.22,0.35,SAFE,
SIM_001830,electric,False,0.29,0.35,SAFE,
SIM_001831,electric,False,2.21,0.35,SAFE,
SIM_001832,flued_stove,False,2.79,0.35,SAFE,
SIM_001833,unflued_combustion,True,3.73,0.35,SAFE,
SIM_001834,flued_stove,False,0.7,0.35,SAFE,
SIM_001835,electric,False,2.7,0.35,SAFE,
SIM_001836,unflued_combustion,True,0.83,0.35,SAFE,
SIM_001837,unflued_combustion,True,2.88,0.35,SAFE,
SIM_001838,unflued_combustion,True,0.68,0.35,SAFE,
SIM_001839,electric,False,0.36,0.35,SAFE,
SIM_001840,flued_stove,False,2.73,0.35,SAFE,
SIM_001841,electric,False,3.14,0.35,SAFE,
SIM_001842,unflued_combustion,True,3.21,0.35,SAFE,
SIM_001843,flued_stove,False,4.29,0.35,SAFE,
SIM_001844,unflued_combustion,True,0.34,0.35,REFUSED,Ventilation 0.34 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_001845,none,False,1.59,0.35,SAFE,
SIM_001846,electric,False,0.45,0.35,SAFE,
SIM_001847,unflued_combustion,True,0.71,0.35,SAFE,
SIM_001848,electric,False,2.83,0.35,SAFE,
SIM_001849,unflued_combustion,True,1.14,0.35,SAFE,
SIM_001850,flued_stove,False,2.81,0.35,SAFE,
SIM_001851,unflued_combustion,True,4.32,0.35,SAFE,
SIM_001852,electric,False,1.99,0.35,SAFE,
SIM_001853,flued_stove,False,4.1,0.35,SAFE,
SIM_001854,unflued_combustion,True,3.42,0.35,SAFE,
SIM_001855,flued_stove,False,0.17,0.35,SAFE,
SIM_001856,flued_stove,False,4.31,0.35,SAFE,
SIM_001857,unflued_combustion,True,2.82,0.35,SAFE,
SIM_001858,none,False,2.75,0.35,SAFE,
SIM_001859,flued_stove,False,0.28,0.35,SAFE,
SIM_001860,electric,False,2.59,0.35,SAFE,
SIM_001861,electric,False,0.52,0.35,SAFE,
SIM_001862,electric,False,0.13,0.35,SAFE,
SIM_001863,electric,False,2.61,0.35,SAFE,
SIM_001864,none,False,3.67,0.35,SAFE,
SIM_001865,electric,False,1.09,0.35,SAFE,
SIM_001866,electric,False,1.35,0.35,SAFE,
SIM_001867,unflued_combustion,True,0.27,0.35,REFUSED,Ventilation 0.27 ACH is below the safe minimum (0.35 ACH) for an unflued combustion heater. Carbon monoxide asphyxiation risk. Increase ventilation to at least 0.35 ACH or specify a flued stove or electric heater.
SIM_001868,flued_stove,False,1.38,0.35,SAFE,
SIM_001869,none,False,3.83,0.35,SAFE,
SIM_001870,unflued_combustion,True,2.37,0.35,SAFE,
SIM_001871,flued_stove,False,0.86,0.35,SAFE,
SIM_001872,unflued_combustion,True,3.35,0.35,SAFE,
SIM_001873,electric,False,1.96,0.35,SAFE,
SIM_001874,flued_stove,False,2.98,0.35,SAFE,
SIM_001875,electric,False,0.96,0.35,SAFE,
SIM_001876,electric,False,2.19,0.35,SAFE,
SIM_001877,none,False,2.41,0.35,SAFE,
SIM_001878,electric,False,1.4,0.35,SAFE,
SIM_001879,flued_stove,False,3.87,0.35,SAFE,
SIM_001880,electric,False,3.69,0.35,SAFE,
SIM_001881,electric,False,1.95,0.35,SAFE,
SIM_001882,unflued_combustion,True,3.83,0.35,SAFE,
SIM_001883,flued_stove,False,3.06,0.35,SAFE,
SIM_001884,unflued_combustion,True,2.58,0.35,SAFE,
SIM_001885,flued_stove,False,3.75,0.35,SAFE,
SIM_001886,unflued_combustion,True,0.69,0.35,SAFE,
SIM_001887,none,False,2.43,0.35,SAFE,
SIM_001888,none,False,4.12,0.35,SAFE,
SIM_001889,unflued_combustion,True,2.78,0.35,SAFE,
SIM_001890,none,False,0.57,0.35,SAFE,
SIM_001891,none,False,2.97,0.35,SAFE,
SIM_001892,electric,False,2.07,0.35,SAFE,
SIM_001893,unflued_combustion,True,0.65,0.35,SAFE,
SIM_001894,none,False,1.65,0.35,SAFE,
SIM_001895,unflued_combustion,True,4.01,0.35,SAFE,
SIM_001896,none,False,3.7,0.35,SAFE,
SIM_001897,flued_stove,False,2.56,0.35,SAFE,
SIM_001898,electric,False,0.28,0.35,SAFE,
SIM_001899,flued_stove,False,4.02,0.35,SAFE,
SIM_001900,flued_stove,False,2.33,0.35,SAFE,
